23;5,7498;4,3492;3,7505;3,4083;3,1835;3,0232;2,9023;2,8077;2,7313;2,6682;2,5699;2,4665;2,3567;2,2989;2,2390;2,1760;2,1110;2,0410;1,9680
24;5,7166;4,3187;3,7211;3,3794;3,1548;2,9946;2,8738;2,7791;2,7027;2,6396;2,5411;2,4374;2,3273;2,2693;2,2090;2,1460;2,0800;2,0100;1,9350
25;5,6864;4,2909;3,6943;3,3530;3,1287;2,9685;2,8478;2,7531;2,6766;2,6135;2,5149;2,4110;2,3005;2,2422;2,1820;2,1180;2,0520;1,9810;1,9060
26;5,6586;4,2655;3,6697;3,3289;3,1048;2,9447;2,8240;2,7293;2,6528;2,5896;2,4908;2,3867;2,2759;2,2174;2,1570;2,0930;2,0260;1,9540;1,8780
27;5,6331;4,2421;3,6472;3,3067;3,0828;2,9228;2,8021;2,7074;2,6309;2,5676;2,4688;2,3644;2,2533;2,1946;2,1330;2,0690;2,0020;1,9300;1,8530
28;5,6096;4,2205;3,6264;3,2863;3,0626;2,9027;2,7820;2,6872;2,6106;2,5473;2,4484;2,3438;2,2324;2,1735;2,1120;2,0480;1,9800;1,9070;1,8290
29;5,5878;4,2006;3,6072;3,2674;3,0438;2,8840;2,7633;2,6686;2,5919;2,5286;2,4295;2,3248;2,2131;2,1540;2,0920;2,0280;1,9590;1,8860;1,8070
30;5,5675;4,1821;3,5894;3,2499;3,0265;2,8667;2,7460;2,6513;2,5746;2,5112;2,4120;2,3072;2,1952;2,1359;2,0740;2,0090;1,9400;1,8660;1,7870
40;5,4239;4,0510;3,4633;3,1261;2,9037;2,7444;2,6238;2,5289;2,4519;2,3882;2,2882;2,1819;2,0677;2,0069;1,9430;1,8750;1,8030;1,7240;1,6370
60;5,2856;3,9253;3,3425;3,0077;2,7863;2,6274;2,5068;2,4117;2,3344;2,2702;2,1692;2,0613;1,9445;1,8817;1,8150;1,7440;1,6670;1,5810;1,4820
120;5,1523;3,8046;3,2269;2,8943;2,6740;2,5154;2,3948;2,2994;2,2217;2,1570;2,0548;1,9450;1,8249;1,7597;1,6900;1,6140;1,5300;1,4330;1,3100
∞;5,0239;3,6889;3,1161;2,7858;2,5665;2,4082;2,2875;2,1918;2,1136;2,0483;1,9447;1,8326;1,7085;1,6402;1,5660;1,4840;1,3880;1,2680;1,0000
